,plant_max_temp,plant_min_temp,plant_mean_temp,plant_median_temp,plant_thermal_frequencies
18,1246.0,1228.0,1238.3866837387964,1238.0,"[0.2560819462227913, 0.0, 0.0, 0.0, 0.0, 0.2560819462227913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2560819462227913, 0.0, 0.0, 0.0, 0.0, 0.8962868117797695, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5364916773367476, 0.0, 0.0, 0.0, 0.0, 5.377720870678617, 0.0, 0.0, 0.0, 0.0, 0.0, 8.450704225352112, 0.0, 0.0, 0.0, 0.0, 9.859154929577464, 0.0, 0.0, 0.0, 0.0, 0.0, 6.402048655569782, 0.0, 0.0, 0.0, 0.0, 0.0, 7.810499359795134, 0.0, 0.0, 0.0, 0.0, 9.603072983354673, 0.0, 0.0, 0.0, 0.0, 0.0, 7.93854033290653, 0.0, 0.0, 0.0, 0.0, 9.859154929577464, 0.0, 0.0, 0.0, 0.0, 0.0, 8.450704225352112, 0.0, 0.0, 0.0, 0.0, 8.8348271446863, 0.0, 0.0, 0.0, 0.0, 0.0, 6.530089628681178, 0.0, 0.0, 0.0, 0.0, 3.713188220230474, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0729833546734953, 0.0, 0.0, 0.0, 0.0, 0.8962868117797695]"
19,1240.0,1220.0,1230.6826923076924,1231.0,"[0.5244755244755245, 0.0, 0.0, 0.0, 0.0, 1.2237762237762237, 0.0, 0.0, 0.0, 0.0, 2.272727272727273, 0.0, 0.0, 0.0, 0.0, 2.097902097902098, 0.0, 0.0, 0.0, 0.0, 2.1853146853146854, 0.0, 0.0, 0.0, 0.0, 4.020979020979021, 0.0, 0.0, 0.0, 0.0, 2.36013986013986, 0.0, 0.0, 0.0, 0.0, 3.234265734265734, 0.0, 0.0, 0.0, 0.0, 7.43006993006993, 0.0, 0.0, 0.0, 0.0, 8.304195804195805, 0.0, 0.0, 0.0, 0.0, 8.391608391608392, 0.0, 0.0, 0.0, 0.0, 11.013986013986015, 0.0, 0.0, 0.0, 0.0, 13.54895104895105, 0.0, 0.0, 0.0, 0.0, 11.101398601398602, 0.0, 0.0, 0.0, 0.0, 7.954545454545454, 0.0, 0.0, 0.0, 0.0, 4.458041958041958, 0.0, 0.0, 0.0, 0.0, 4.458041958041958, 0.0, 0.0, 0.0, 0.0, 3.4965034965034967, 0.0, 0.0, 0.0, 0.0, 1.3111888111888113, 0.0, 0.0, 0.0, 0.0, 0.4370629370629371, 0.0, 0.0, 0.0, 0.17482517482517482]"
20,1238.0,1216.0,1228.138306789606,1229.0,"[0.2514668901927913, 0.0, 0.0, 0.0, 1.341156747694887, 0.0, 0.0, 0.0, 0.0, 2.347024308466052, 0.0, 0.0, 0.0, 2.2632020117351215, 0.0, 0.0, 0.0, 0.0, 3.1014249790444257, 0.0, 0.0, 0.0, 4.0234702430846605, 0.0, 0.0, 0.0, 0.0, 3.604358759430008, 0.0, 0.0, 0.0, 3.4367141659681475, 0.0, 0.0, 0.0, 0.0, 3.269069572506287, 0.0, 0.0, 0.0, 5.113160100586756, 0.0, 0.0, 0.0, 0.0, 5.699916177703269, 0.0, 0.0, 0.0, 0.0, 7.5440067057837386, 0.0, 0.0, 0.0, 6.957250628667226, 0.0, 0.0, 0.0, 0.0, 6.3704945515507125, 0.0, 0.0, 0.0, 5.951383067896061, 0.0, 0.0, 0.0, 0.0, 9.304274937133277, 0.0, 0.0, 0.0, 8.801341156747695, 0.0, 0.0, 0.0, 0.0, 7.124895222129086, 0.0, 0.0, 0.0, 4.861693210393965, 0.0, 0.0, 0.0, 0.0, 4.107292539815591, 0.0, 0.0, 0.0, 1.760268231349539, 0.0, 0.0, 0.0, 0.0, 2.095557418273261, 0.0, 0.0, 0.0, 0.6705783738474435]"
21,1236.0,0.0,1205.7784431137725,1220.0,"[1.1976047904191618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.040585495675316, 50.83166999334664, 34.930139720558884]"
22,1269.0,1242.0,1252.973594548552,1253.0,"[0.08517887563884156, 0.0, 0.0, 0.17035775127768313, 0.0, 0.0, 0.0, 2.385008517887564, 0.0, 0.0, 0.0, 3.9182282793867125, 0.0, 0.0, 4.6848381601362865, 0.0, 0.0, 0.0, 4.6848381601362865, 0.0, 0.0, 0.0, 7.410562180579216, 0.0, 0.0, 6.814310051107325, 0.0, 0.0, 0.0, 6.814310051107325, 0.0, 0.0, 0.0, 6.388415672913117, 0.0, 0.0, 0.0, 6.388415672913117, 0.0, 0.0, 7.7512776831345835, 0.0, 0.0, 0.0, 6.303236797274275, 0.0, 0.0, 0.0, 4.940374787052811, 0.0, 0.0, 5.110732538330494, 0.0, 0.0, 0.0, 4.088586030664395, 0.0, 0.0, 0.0, 4.258943781942079, 0.0, 0.0, 3.2367972742759794, 0.0, 0.0, 0.0, 4.258943781942079, 0.0, 0.0, 0.0, 3.6626916524701874, 0.0, 0.0, 0.0, 1.8739352640545146, 0.0, 0.0, 2.385008517887564, 0.0, 0.0, 0.0, 0.8517887563884157, 0.0, 0.0, 0.0, 0.7666098807495741, 0.0, 0.0, 0.42589437819420783, 0.0, 0.0, 0.0, 0.08517887563884156, 0.0, 0.0, 0.0, 0.17035775127768313, 0.0, 0.0, 0.08517887563884156]"
23,1263.0,1240.0,1251.9784442361763,1252.0,"[0.09372071227741331, 0.0, 0.0, 0.0, 0.28116213683223995, 0.0, 0.0, 0.0, 0.6560449859418931, 0.0, 0.0, 0.0, 0.0, 1.4058106841611997, 0.0, 0.0, 0.0, 1.9681349578256795, 0.0, 0.0, 0.0, 3.373945641986879, 0.0, 0.0, 0.0, 0.0, 4.217432052483598, 0.0, 0.0, 0.0, 3.467666354264293, 0.0, 0.0, 0.0, 4.123711340206185, 0.0, 0.0, 0.0, 0.0, 7.403936269915651, 0.0, 0.0, 0.0, 10.684161199625116, 0.0, 0.0, 0.0, 11.527647610121837, 0.0, 0.0, 0.0, 0.0, 8.809746954076852, 0.0, 0.0, 0.0, 5.904404873477039, 0.0, 0.0, 0.0, 4.967197750702906, 0.0, 0.0, 0.0, 0.0, 7.497656982193064, 0.0, 0.0, 0.0, 6.373008434864105, 0.0, 0.0, 0.0, 5.154639175257731, 0.0, 0.0, 0.0, 0.0, 5.060918462980318, 0.0, 0.0, 0.0, 3.6551077788191186, 0.0, 0.0, 0.0, 1.9681349578256795, 0.0, 0.0, 0.0, 0.0, 0.5623242736644799, 0.0, 0.0, 0.0, 0.7497656982193065, 0.0, 0.0, 0.0, 0.09372071227741331]"
24,1263.0,1245.0,1252.4031209362809,1252.0,"[1.3003901170351104, 0.0, 0.0, 0.0, 0.0, 3.3810143042912877, 0.0, 0.0, 0.0, 0.0, 0.0, 5.071521456436931, 0.0, 0.0, 0.0, 0.0, 7.542262678803641, 0.0, 0.0, 0.0, 0.0, 0.0, 9.492847854356306, 0.0, 0.0, 0.0, 0.0, 9.362808842652797, 0.0, 0.0, 0.0, 0.0, 0.0, 8.452535760728217, 0.0, 0.0, 0.0, 0.0, 10.273081924577374, 0.0, 0.0, 0.0, 0.0, 0.0, 9.752925877763328, 0.0, 0.0, 0.0, 0.0, 0.0, 9.622886866059819, 0.0, 0.0, 0.0, 0.0, 6.8920676202860855, 0.0, 0.0, 0.0, 0.0, 0.0, 4.681404421326398, 0.0, 0.0, 0.0, 0.0, 1.6905071521456438, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2106631989596877, 0.0, 0.0, 0.0, 0.0, 1.3003901170351104, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2106631989596877, 0.0, 0.0, 0.0, 0.0, 4.031209362808843, 0.0, 0.0, 0.0, 0.0, 0.0, 2.340702210663199, 0.0, 0.0, 0.0, 0.0, 0.3901170351105332]"
25,1260.0,1241.0,1251.2070645554202,1252.0,"[0.730816077953715, 0.0, 0.0, 0.0, 0.0, 1.46163215590743, 0.0, 0.0, 0.0, 0.0, 2.3142509135200973, 0.0, 0.0, 0.0, 0.0, 1.5834348355663823, 0.0, 0.0, 0.0, 0.0, 0.0, 2.92326431181486, 0.0, 0.0, 0.0, 0.0, 2.679658952496955, 0.0, 0.0, 0.0, 0.0, 4.019488428745433, 0.0, 0.0, 0.0, 0.0, 4.750304506699147, 0.0, 0.0, 0.0, 0.0, 0.0, 5.9683313032886725, 0.0, 0.0, 0.0, 0.0, 6.455542021924482, 0.0, 0.0, 0.0, 0.0, 12.18026796589525, 0.0, 0.0, 0.0, 0.0, 15.225334957369064, 0.0, 0.0, 0.0, 0.0, 0.0, 14.007308160779536, 0.0, 0.0, 0.0, 0.0, 10.475030450669914, 0.0, 0.0, 0.0, 0.0, 6.942752740560293, 0.0, 0.0, 0.0, 0.0, 4.019488428745433, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8014616321559074, 0.0, 0.0, 0.0, 0.0, 0.730816077953715, 0.0, 0.0, 0.0, 0.0, 0.6090133982947624, 0.0, 0.0, 0.0, 0.0, 0.12180267965895249]"
26,1262.0,1242.0,1251.6319018404909,1251.0,"[0.15337423312883436, 0.0, 0.0, 0.0, 0.0, 0.15337423312883436, 0.0, 0.0, 0.0, 0.0, 1.3803680981595092, 0.0, 0.0, 0.0, 0.0, 1.5337423312883436, 0.0, 0.0, 0.0, 0.0, 2.607361963190184, 0.0, 0.0, 0.0, 0.0, 5.521472392638037, 0.0, 0.0, 0.0, 0.0, 9.969325153374232, 0.0, 0.0, 0.0, 0.0, 9.509202453987731, 0.0, 0.0, 0.0, 0.0, 11.503067484662576, 0.0, 0.0, 0.0, 0.0, 7.822085889570553, 0.0, 0.0, 0.0, 0.0, 6.901840490797547, 0.0, 0.0, 0.0, 0.0, 9.662576687116564, 0.0, 0.0, 0.0, 0.0, 9.815950920245399, 0.0, 0.0, 0.0, 0.0, 10.889570552147239, 0.0, 0.0, 0.0, 0.0, 5.214723926380368, 0.0, 0.0, 0.0, 0.0, 3.067484662576687, 0.0, 0.0, 0.0, 0.0, 1.3803680981595092, 0.0, 0.0, 0.0, 0.0, 0.6134969325153374, 0.0, 0.0, 0.0, 0.0, 1.2269938650306749, 0.0, 0.0, 0.0, 0.0, 0.9202453987730062, 0.0, 0.0, 0.0, 0.15337423312883436]"
27,1259.0,1249.0,1253.799120234604,1254.0,"[1.6129032258064515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.771260997067449, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.771260997067449, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.730205278592376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.155425219941346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.730205278592376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.129032258064516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.66275659824047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.504398826979472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6392961876832843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2932551319648094]"
28,1261.0,1241.0,1248.8252326783868,1248.0,"[0.2068252326783868, 0.0, 0.0, 0.0, 0.0, 3.3092037228541886, 0.0, 0.0, 0.0, 0.0, 5.377456049638056, 0.0, 0.0, 0.0, 0.0, 9.100310237849017, 0.0, 0.0, 0.0, 0.0, 9.100310237849017, 0.0, 0.0, 0.0, 0.0, 9.720785935884178, 0.0, 0.0, 0.0, 0.0, 8.686659772492245, 0.0, 0.0, 0.0, 0.0, 8.89348500517063, 0.0, 0.0, 0.0, 0.0, 7.859358841778697, 0.0, 0.0, 0.0, 0.0, 5.067218200620475, 0.0, 0.0, 0.0, 0.0, 5.170630816959669, 0.0, 0.0, 0.0, 0.0, 5.997931747673216, 0.0, 0.0, 0.0, 0.0, 4.446742502585315, 0.0, 0.0, 0.0, 0.0, 4.3433298862461225, 0.0, 0.0, 0.0, 0.0, 3.1023784901758016, 0.0, 0.0, 0.0, 0.0, 2.378490175801448, 0.0, 0.0, 0.0, 0.0, 2.1716649431230612, 0.0, 0.0, 0.0, 0.0, 2.2750775594622543, 0.0, 0.0, 0.0, 0.0, 0.7238883143743536, 0.0, 0.0, 0.0, 0.0, 1.1375387797311272, 0.0, 0.0, 0.0, 0.9307135470527405]"
29,1255.0,1233.0,1244.1718213058418,1245.0,"[0.3436426116838488, 0.0, 0.0, 0.0, 1.145475372279496, 0.0, 0.0, 0.0, 0.0, 2.86368843069874, 0.0, 0.0, 0.0, 2.405498281786942, 0.0, 0.0, 0.0, 0.0, 3.7800687285223367, 0.0, 0.0, 0.0, 2.978235967926689, 0.0, 0.0, 0.0, 0.0, 3.3218785796105386, 0.0, 0.0, 0.0, 3.5509736540664374, 0.0, 0.0, 0.0, 0.0, 4.925544100801833, 0.0, 0.0, 0.0, 6.0710194730813285, 0.0, 0.0, 0.0, 0.0, 7.789232531500573, 0.0, 0.0, 0.0, 0.0, 8.59106529209622, 0.0, 0.0, 0.0, 10.080183276059564, 0.0, 0.0, 0.0, 0.0, 11.45475372279496, 0.0, 0.0, 0.0, 9.278350515463918, 0.0, 0.0, 0.0, 0.0, 6.185567010309279, 0.0, 0.0, 0.0, 4.810996563573884, 0.0, 0.0, 0.0, 0.0, 2.978235967926689, 0.0, 0.0, 0.0, 2.290950744558992, 0.0, 0.0, 0.0, 0.0, 3.0927835051546393, 0.0, 0.0, 0.0, 1.718213058419244, 0.0, 0.0, 0.0, 0.0, 0.22909507445589922, 0.0, 0.0, 0.0, 0.11454753722794961]"
30,1248.0,1226.0,1237.358695652174,1237.0,"[0.08361204013377926, 0.0, 0.0, 0.0, 0.2508361204013378, 0.0, 0.0, 0.0, 0.0, 0.8361204013377926, 0.0, 0.0, 0.0, 0.8361204013377926, 0.0, 0.0, 0.0, 0.0, 1.3377926421404682, 0.0, 0.0, 0.0, 1.7558528428093645, 0.0, 0.0, 0.0, 0.0, 4.682274247491638, 0.0, 0.0, 0.0, 7.608695652173914, 0.0, 0.0, 0.0, 0.0, 10.869565217391305, 0.0, 0.0, 0.0, 10.117056856187292, 0.0, 0.0, 0.0, 0.0, 9.782608695652174, 0.0, 0.0, 0.0, 0.0, 7.5250836120401345, 0.0, 0.0, 0.0, 7.5250836120401345, 0.0, 0.0, 0.0, 0.0, 5.518394648829431, 0.0, 0.0, 0.0, 5.852842809364549, 0.0, 0.0, 0.0, 0.0, 5.60200668896321, 0.0, 0.0, 0.0, 5.60200668896321, 0.0, 0.0, 0.0, 0.0, 4.3478260869565215, 0.0, 0.0, 0.0, 5.016722408026756, 0.0, 0.0, 0.0, 0.0, 2.591973244147157, 0.0, 0.0, 0.0, 1.3377926421404682, 0.0, 0.0, 0.0, 0.0, 0.7525083612040134, 0.0, 0.0, 0.0, 0.16722408026755853]"
31,1249.0,1219.0,1235.4877384196186,1236.0,"[0.18165304268846502, 0.0, 0.0, 0.18165304268846502, 0.0, 0.0, 0.2724795640326975, 0.0, 0.0, 0.0, 0.2724795640326975, 0.0, 0.0, 1.08991825613079, 0.0, 0.0, 0.9990917347865577, 0.0, 0.0, 0.0, 2.633969118982743, 0.0, 0.0, 1.9073569482288828, 0.0, 0.0, 1.725703905540418, 0.0, 0.0, 0.0, 2.633969118982743, 0.0, 0.0, 2.633969118982743, 0.0, 0.0, 3.451407811080836, 0.0, 0.0, 0.0, 2.997275204359673, 0.0, 0.0, 6.357856494096276, 0.0, 0.0, 6.539509536784741, 0.0, 0.0, 0.0, 7.629427792915531, 0.0, 0.0, 7.901907356948229, 0.0, 0.0, 6.721162579473205, 0.0, 0.0, 0.0, 7.629427792915531, 0.0, 0.0, 6.811989100817439, 0.0, 0.0, 5.358764759309718, 0.0, 0.0, 0.0, 4.268846503178928, 0.0, 0.0, 4.178019981834695, 0.0, 0.0, 4.450499545867393, 0.0, 0.0, 0.0, 3.451407811080836, 0.0, 0.0, 3.5422343324250685, 0.0, 0.0, 2.2706630336058127, 0.0, 0.0, 0.0, 0.8174386920980926, 0.0, 0.0, 0.544959128065395, 0.0, 0.0, 0.36330608537693004, 0.0, 0.0, 0.18165304268846502]"
32,1244.0,0.0,1218.3014608233732,1230.0,"[1.0624169986719787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33200531208499334, 57.23771580345286, 41.36786188579018]"
33,1272.0,1243.0,1258.0289361702128,1258.0,"[0.0851063829787234, 0.0, 0.0, 0.1702127659574468, 0.0, 0.0, 0.6808510638297872, 0.0, 0.0, 0.0, 1.0212765957446808, 0.0, 0.0, 1.1063829787234043, 0.0, 0.0, 0.0, 1.1063829787234043, 0.0, 0.0, 1.5319148936170213, 0.0, 0.0, 0.0, 1.9574468085106382, 0.0, 0.0, 3.3191489361702122, 0.0, 0.0, 0.0, 2.382978723404255, 0.0, 0.0, 3.6595744680851063, 0.0, 0.0, 4.595744680851064, 0.0, 0.0, 0.0, 5.361702127659575, 0.0, 0.0, 7.319148936170213, 0.0, 0.0, 0.0, 8.51063829787234, 0.0, 0.0, 9.02127659574468, 0.0, 0.0, 0.0, 7.48936170212766, 0.0, 0.0, 7.48936170212766, 0.0, 0.0, 0.0, 9.957446808510637, 0.0, 0.0, 6.6382978723404245, 0.0, 0.0, 6.6382978723404245, 0.0, 0.0, 0.0, 2.6382978723404253, 0.0, 0.0, 2.382978723404255, 0.0, 0.0, 0.0, 1.3617021276595744, 0.0, 0.0, 0.851063829787234, 0.0, 0.0, 0.0, 0.9361702127659575, 0.0, 0.0, 0.5957446808510638, 0.0, 0.0, 0.0, 0.851063829787234, 0.0, 0.0, 0.2553191489361702, 0.0, 0.0, 0.0851063829787234]"
34,1271.0,1248.0,1257.937148217636,1258.0,"[0.18761726078799248, 0.0, 0.0, 0.0, 0.7504690431519699, 0.0, 0.0, 0.0, 2.1575984990619137, 0.0, 0.0, 0.0, 0.0, 4.409005628517824, 0.0, 0.0, 0.0, 4.221388367729831, 0.0, 0.0, 0.0, 6.191369606003752, 0.0, 0.0, 0.0, 0.0, 5.909943714821764, 0.0, 0.0, 0.0, 4.971857410881801, 0.0, 0.0, 0.0, 7.410881801125703, 0.0, 0.0, 0.0, 0.0, 8.348968105065666, 0.0, 0.0, 0.0, 10.600375234521577, 0.0, 0.0, 0.0, 10.787992495309568, 0.0, 0.0, 0.0, 0.0, 8.911819887429644, 0.0, 0.0, 0.0, 5.534709193245779, 0.0, 0.0, 0.0, 4.690431519699812, 0.0, 0.0, 0.0, 0.0, 5.347091932457786, 0.0, 0.0, 0.0, 3.6585365853658534, 0.0, 0.0, 0.0, 1.125703564727955, 0.0, 0.0, 0.0, 0.0, 0.8442776735459663, 0.0, 0.0, 0.0, 1.3133208255159476, 0.0, 0.0, 0.0, 0.7504690431519699, 0.0, 0.0, 0.0, 0.0, 0.8442776735459663, 0.0, 0.0, 0.0, 0.8442776735459663, 0.0, 0.0, 0.0, 0.18761726078799248]"
35,1267.0,1244.0,1257.4466446644665,1258.0,"[0.11001100110011, 0.0, 0.0, 0.0, 1.54015401540154, 0.0, 0.0, 0.0, 2.0902090209020905, 0.0, 0.0, 0.0, 0.0, 1.1001100110011002, 0.0, 0.0, 0.0, 1.1001100110011002, 0.0, 0.0, 0.0, 0.9900990099009901, 0.0, 0.0, 0.0, 0.0, 1.9801980198019802, 0.0, 0.0, 0.0, 1.9801980198019802, 0.0, 0.0, 0.0, 2.2002200220022003, 0.0, 0.0, 0.0, 0.0, 3.850385038503851, 0.0, 0.0, 0.0, 6.380638063806381, 0.0, 0.0, 0.0, 9.02090209020902, 0.0, 0.0, 0.0, 0.0, 8.47084708470847, 0.0, 0.0, 0.0, 7.81078107810781, 0.0, 0.0, 0.0, 7.15071507150715, 0.0, 0.0, 0.0, 0.0, 7.48074807480748, 0.0, 0.0, 0.0, 7.2607260726072615, 0.0, 0.0, 0.0, 7.37073707370737, 0.0, 0.0, 0.0, 0.0, 9.24092409240924, 0.0, 0.0, 0.0, 4.400440044004401, 0.0, 0.0, 0.0, 3.08030803080308, 0.0, 0.0, 0.0, 0.0, 2.6402640264026402, 0.0, 0.0, 0.0, 1.9801980198019802, 0.0, 0.0, 0.0, 0.77007700770077]"
